feature_1,class
2.0845902,notumor
46.748577,notumor
14.8411,notumor
81.32397,notumor
-4.66568,notumor
-29.730677,notumor
-29.730677,notumor
-26.67803,notumor
-26.67803,notumor
7.0812855,notumor
15.055538,notumor
9.03155,notumor
23.076569,notumor
18.868742,notumor
10.3081255,notumor
13.957973,notumor
27.748245,notumor
-30.69388,notumor
-29.730677,notumor
-27.56689,notumor
-27.44824,notumor
13.486715,notumor
13.550825,notumor
8.534213,notumor
29.499039,notumor
54.52597,notumor
16.234869,notumor
15.894479,notumor
25.859716,notumor
3.2405353,notumor
-19.395035,notumor
5.215557,notumor
29.975399,notumor
-3.196272,notumor
13.639645,notumor
15.100247,notumor
-10.3351145,notumor
8.356641,notumor
-39.220406,notumor
-15.654269,notumor
-28.715025,notumor
-21.470184,notumor
-18.38817,notumor
25.304266,notumor
-14.717251,notumor
12.583632,notumor
4.9480066,notumor
40.488018,notumor
98.2032,notumor
87.39008,notumor
39.04039,notumor
24.700245,notumor
49.007236,notumor
72.74159,notumor
30.439503,notumor
13.78133,notumor
32.39982,notumor
-25.871819,notumor
16.407581,notumor
-23.060549,notumor
-9.443405,notumor
46.534817,notumor
-12.993118,notumor
-0.6952856,notumor
-6.603633,notumor
90.22157,notumor
70.41729,notumor
15.123107,notumor
8.37832,notumor
31.227198,notumor
9.194956,notumor
70.41729,notumor
15.123107,notumor
8.37832,notumor
88.49072,notumor
9.194956,notumor
29.818369,notumor
40.389637,notumor
26.435259,notumor
25.38458,notumor
-25.209429,notumor
12.083734,notumor
58.993492,notumor
24.451824,notumor
56.91268,notumor
-11.172419,notumor
43.263966,notumor
11.848265,notumor
25.947397,notumor
97.90641,notumor
91.4346,notumor
-9.792765,notumor
17.55772,notumor
90.165825,notumor
-1.5622568,notumor
48.85627,notumor
51.812958,notumor
2.7468107,notumor
-61.659893,notumor
10.201159,notumor
-7.5116267,notumor
0.8950747,notumor
-7.071239,notumor
1.292831,notumor
-12.134328,notumor
-16.233824,notumor
86.94715,notumor
-28.159477,notumor
83.14154,notumor
40.771023,notumor
65.18999,notumor
97.28759,notumor
52.53708,notumor
52.103035,notumor
39.949814,notumor
65.54677,notumor
52.103035,notumor
52.53708,notumor
100.05939,notumor
39.949814,notumor
-7.404996,notumor
37.890213,notumor
13.451113,notumor
43.793743,notumor
65.18999,notumor
97.28759,notumor
65.18999,notumor
26.199823,notumor
-10.563093,notumor
17.53819,notumor
52.53708,notumor
13.451113,notumor
25.14901,notumor
-9.764277,notumor
38.57619,notumor
-18.995842,notumor
-14.733895,notumor
-14.733895,notumor
-16.94596,notumor
-1.9647275,notumor
-16.293764,notumor
-69.403145,notumor
-2.558609,notumor
-14.733895,notumor
18.75834,notumor
-26.184704,notumor
20.464958,notumor
-6.477979,notumor
4.654679,notumor
-28.64783,notumor
32.181595,notumor
75.47505,notumor
-3.5674994,notumor
-16.233824,notumor
52.289608,notumor
4.747172,notumor
82.40744,notumor
45.21848,notumor
18.75834,notumor
27.594942,notumor
45.02785,notumor
-6.344777,notumor
77.63114,notumor
38.432106,notumor
56.13362,notumor
23.448162,notumor
10.11537,notumor
28.434965,notumor
17.54996,notumor
-22.898909,notumor
-17.262474,notumor
-17.315985,notumor
-25.241087,notumor
-17.345104,notumor
24.700245,notumor
90.165825,notumor
-1.9647275,notumor
8.398392,notumor
57.29864,notumor
1.5191473,notumor
37.64299,notumor
1.5191473,notumor
3.6283197,notumor
17.54996,notumor
59.91057,notumor
10.754216,notumor
58.00718,notumor
32.603405,notumor
-63.17535,notumor
-26.545422,notumor
-13.985552,notumor
-29.628149,notumor
-50.812916,notumor
-14.478315,notumor
-63.17535,notumor
31.311806,notumor
-28.406973,notumor
63.328823,notumor
3.4289126,notumor
-6.308408,notumor
-12.570043,notumor
-16.727734,notumor
-0.7181775,notumor
-45.81217,notumor
-17.339926,notumor
5.232083,notumor
8.4298525,notumor
-16.302454,notumor
10.744153,notumor
108.16785,notumor
99.177216,notumor
49.558956,notumor
-4.8081474,notumor
32.603405,notumor
77.7547,notumor
81.57819,notumor
-2.558609,notumor
38.57619,notumor
39.04039,notumor
31.477476,notumor
30.74108,notumor
-10.553955,notumor
2.2905693,notumor
-26.545422,notumor
54.312805,notumor
-29.730677,notumor
29.383722,notumor
95.22356,notumor
42.205666,notumor
10.754216,notumor
-4.500952,notumor
4.654679,notumor
-4.222927,notumor
42.205666,notumor
32.442783,notumor
29.104382,notumor
18.75834,notumor
26.781614,notumor
-33.006577,notumor
-4.272931,notumor
83.51752,notumor
49.159126,notumor
108.89406,notumor
11.502411,notumor
70.59127,notumor
-12.339151,notumor
-8.333285,notumor
-34.921238,notumor
-31.51004,notumor
-27.706482,notumor
7.4917135,notumor
17.53819,notumor
-5.331857,notumor
12.000266,notumor
-30.330536,notumor
-0.65573215,notumor
13.098341,notumor
15.176093,notumor
14.281909,notumor
27.56867,notumor
-10.7957115,notumor
-4.222927,notumor
39.04039,notumor
25.646358,notumor
14.281909,notumor
-1.5349717,notumor
3.763003,notumor
-17.400978,notumor
-7.724295,notumor
23.271685,notumor
-29.628149,notumor
-11.844052,notumor
17.929123,notumor
10.754216,notumor
-34.808872,notumor
61.73568,notumor
-2.558609,notumor
52.14655,notumor
42.497284,notumor
58.256107,notumor
-33.175743,notumor
71.21,notumor
-14.220468,notumor
60.977898,notumor
36.15889,notumor
24.700245,notumor
-20.745777,notumor
68.01886,notumor
-16.94596,notumor
70.08335,notumor
40.106533,notumor
71.311516,notumor
-29.730677,notumor
61.744633,notumor
39.626373,notumor
41.745964,notumor
20.630693,notumor
13.793219,notumor
13.006835,notumor
70.623695,notumor
18.848475,notumor
73.28583,notumor
-5.8987265,notumor
30.883518,notumor
109.435265,notumor
84.17082,notumor
95.908134,notumor
89.20443,notumor
61.04987,notumor
99.9895,notumor
-9.072865,notumor
47.78394,notumor
53.897846,notumor
-7.619444,notumor
7.098277,notumor
88.20994,notumor
59.639473,notumor
75.57287,notumor
24.700245,notumor
16.407581,notumor
88.72035,notumor
-27.255844,notumor
35.771355,notumor
77.84716,notumor
42.31036,notumor
12.583632,notumor
39.04039,notumor
-56.468735,notumor
-25.871819,notumor
-18.450298,notumor
16.407581,notumor
32.98724,notumor
-0.6952856,notumor
-17.869358,notumor
-28.57103,notumor
-16.302454,notumor
42.275703,notumor
35.655895,notumor
-2.558609,notumor
-11.172419,notumor
-14.717251,notumor
12.583632,notumor
41.594494,notumor
69.812546,notumor
39.04039,notumor
-22.158491,notumor
4.9480066,notumor
29.66356,notumor
111.28991,notumor
-6.6810837,notumor
57.09412,notumor
92.499084,notumor
-34.186848,notumor
-29.21641,notumor
-8.914238,notumor
-6.6203732,notumor
35.771355,notumor
-7.4676886,notumor
-9.402197,notumor
39.949814,notumor
97.28759,notumor
-10.476482,notumor
39.949814,notumor
97.28759,notumor
26.199823,notumor
64.53244,notumor
38.527355,notumor
12.583632,notumor
43.288467,notumor
32.541454,notumor
59.483505,notumor
25.330538,notumor
15.871073,notumor
29.166615,notumor
75.78086,notumor
31.461044,notumor
20.170048,notumor
77.93991,notumor
-0.10235543,notumor
-8.557583,notumor
49.08242,notumor
112.03443,notumor
29.451118,notumor
48.095737,notumor
39.245167,notumor
32.335995,notumor
-1.7379949,notumor
33.789497,notumor
-18.450298,notumor
25.716726,notumor
106.84395,notumor
32.565823,notumor
48.490547,notumor
-20.52584,notumor
-14.83134,notumor
-15.252596,notumor
35.706043,notumor
2.61788,notumor
27.36256,notumor
15.564706,notumor
10.02194,notumor
-5.893119,notumor
-26.671173,notumor
50.796944,notumor
51.733368,notumor
-29.07121,notumor
42.62126,notumor
44.9628,notumor
38.270256,notumor
-26.692379,notumor
17.577559,notumor
2.1214662,notumor
2.6246347,notumor
9.434679,notumor
-24.70004,notumor
8.398874,notumor
27.49978,notumor
-32.7232,notumor
12.954119,notumor
8.400248,notumor
-20.355722,notumor
-1.662381,notumor
40.891388,notumor
3.0465875,notumor
16.75876,notumor
38.561604,notumor
49.960865,notumor
-22.06925,notumor
-27.215448,notumor
23.203022,notumor
-1.5529308,notumor
42.69924,notumor
-20.807558,notumor
-16.772793,notumor
2.1358037,notumor
107.912125,notumor
13.366753,notumor
7.6691637,notumor
13.440139,notumor
15.953239,notumor
3.1882634,notumor
-19.254654,notumor
53.615833,notumor
16.173973,notumor
116.84951,notumor
10.499842,notumor
-6.1217713,notumor
35.336987,notumor
64.1951,notumor
-23.062342,notumor
-34.902794,notumor
74.69652,notumor
15.913294,notumor
-6.253342,notumor
36.164845,notumor
55.50555,notumor
21.360662,notumor
-1.325188,notumor
67.76515,notumor
66.657196,notumor
119.50184,notumor
14.44448,notumor
-1.8987038,notumor
-9.976523,notumor
80.57479,notumor
63.881207,notumor
70.02349,notumor
62.227016,notumor
54.629673,notumor
-34.055286,notumor
-13.860268,notumor
18.726786,notumor
12.921611,notumor
36.2991,notumor
-5.8686566,notumor
-34.787514,notumor
7.768816,notumor
15.271209,notumor
90.51791,notumor
-25.895412,notumor
18.3295,notumor
-6.1325464,notumor
65.41921,notumor
47.688362,notumor
42.098274,notumor
119.94109,notumor
-20.762716,notumor
-3.2400606,notumor
54.150024,notumor
63.443462,notumor
22.565744,notumor
29.152979,notumor
80.55895,notumor
64.18885,notumor
70.01746,notumor
73.00321,notumor
-25.477032,notumor
63.566616,notumor
25.242851,notumor
54.673325,notumor
117.233345,notumor
56.326115,notumor
136.97707,notumor
32.597664,notumor
14.441402,notumor
-0.9676644,notumor
23.062138,notumor
80.80487,notumor
74.65353,notumor
-15.176911,notumor
14.50408,notumor
10.542733,notumor
70.76491,notumor
-26.094475,notumor
-3.8548427,notumor
80.887375,notumor
-12.251848,notumor
-2.8774366,notumor
43.84844,notumor
20.133747,notumor
36.237595,notumor
106.79732,notumor
47.170452,notumor
-30.831627,notumor
42.42819,notumor
2.5157254,notumor
8.415177,notumor
-17.296097,notumor
-23.551668,notumor
-32.09968,notumor
-8.64287,notumor
32.650963,notumor
48.495296,notumor
-25.794863,notumor
-20.309477,notumor
-15.094922,notumor
2.616247,notumor
10.69991,notumor
-16.30523,notumor
-5.9565225,notumor
63.591858,notumor
-3.590019,notumor
52.541813,notumor
-48.838676,notumor
45.041576,notumor
20.64735,notumor
17.861488,notumor
-8.871548,notumor
-28.88174,notumor
2.0613244,notumor
-11.36329,notumor
-17.171438,notumor
-24.43246,notumor
8.408981,notumor
-32.66912,notumor
32.525063,notumor
-20.170244,notumor
2.2615263,notumor
-14.623946,notumor
3.165952,notumor
31.411736,notumor
38.87996,notumor
-29.389896,notumor
-27.162357,notumor
-3.578879,notumor
42.6873,notumor
8.383957,notumor
-20.775826,notumor
58.653324,notumor
13.30325,notumor
66.98781,notumor
7.9420896,notumor
-30.433992,notumor
15.864126,notumor
1.9294155,notumor
28.354364,notumor
26.727396,notumor
0.21147834,notumor
13.3764105,notumor
16.77078,notumor
30.923748,notumor
-11.370917,notumor
-29.448343,notumor
58.548958,notumor
46.872463,notumor
-27.193676,notumor
42.397865,notumor
8.791107,notumor
-20.438679,notumor
2.4850514,notumor
85.38816,notumor
8.8175335,notumor
15.25269,notumor
14.499042,notumor
37.034958,notumor
50.868748,notumor
-29.523132,notumor
47.679348,notumor
-1.3257893,notumor
42.46318,notumor
8.855059,notumor
-20.46236,notumor
2.5151458,notumor
10.722851,notumor
34.926033,notumor
14.571634,notumor
-29.906502,notumor
62.71877,notumor
4.1994123,notumor
-19.480824,notumor
10.504438,notumor
28.594595,notumor
15.372974,notumor
90.097206,notumor
28.372042,notumor
6.2523317,notumor
10.465542,notumor
17.330444,notumor
43.24464,notumor
36.08251,notumor
55.24928,notumor
47.444683,notumor
131.70187,notumor
78.155945,notumor
24.210964,notumor
73.14993,notumor
-5.8951693,notumor
35.407295,notumor
53.94371,notumor
84.938324,notumor
110.71645,notumor
55.776073,notumor
117.15811,notumor
14.431563,notumor
119.47859,notumor
60.069645,notumor
80.72096,notumor
52.42848,notumor
74.6757,notumor
63.898937,notumor
25.175337,notumor
53.038536,notumor
133.72273,notumor
78.887215,notumor
-23.243933,notumor
74.59274,notumor
17.472532,notumor
15.79516,notumor
6.2591996,notumor
17.736567,notumor
5.514411,notumor
15.502657,notumor
-6.186535,notumor
55.667553,notumor
-33.92326,notumor
132.0031,notumor
89.9122,notumor
22.68018,notumor
-32.428707,notumor
47.60917,notumor
7.191764,notumor
62.574554,notumor
29.706,notumor
54.697037,notumor
18.005447,notumor
-14.183794,notumor
35.559467,notumor
54.21097,notumor
64.55863,notumor
117.27157,notumor
10.762277,notumor
14.560647,notumor
-9.678892,notumor
59.915493,notumor
25.779118,notumor
23.08448,notumor
74.699036,notumor
65.230515,notumor
-14.970862,notumor
25.14231,notumor
119.84784,notumor
58.6897,notumor
135.85565,notumor
54.214508,notumor
54.35384,notumor
6.805961,notumor
62.79506,notumor
-54.05284,notumor
46.874374,notumor
-6.2116265,notumor
52.424892,notumor
32.576145,notumor
82.369576,notumor
42.073395,notumor
20.523233,notumor
38.438118,notumor
17.826235,notumor
2.03351,notumor
14.472365,notumor
-24.87717,notumor
8.408366,notumor
48.620262,notumor
-30.7214,notumor
48.25163,notumor
-19.71749,notumor
-39.04286,notumor
-14.671422,notumor
-53.3158,notumor
-5.2984157,notumor
63.89171,notumor
31.253672,notumor
82.356735,notumor
40.11446,notumor
29.077404,notumor
43.8189,notumor
47.11508,notumor
8.469704,notumor
47.45712,notumor
-11.805455,notumor
8.817904,notumor
-32.07051,notumor
32.641514,notumor
-20.398727,notumor
-14.636939,notumor
-2.686027,notumor
-30.964272,notumor
50.474293,notumor
-7.9241223,notumor
11.387605,notumor
22.45642,notumor
35.371464,notumor
-7.009704,notumor
55.431644,notumor
-21.028406,notumor
-20.096281,notumor
42.05078,notumor
-30.320131,notumor
-16.415766,notumor
5.7056723,notumor
45.4268,notumor
7.441359,notumor
-18.982601,notumor
4.274517,notumor
15.550756,notumor
14.955887,notumor
7.7956047,notumor
11.940314,notumor
27.913204,notumor
10.77527,notumor
12.314888,notumor
-25.60202,notumor
15.868251,notumor
3.6617658,notumor
3.4628801,notumor
-16.084974,notumor
0.34206665,notumor
127.951645,notumor
90.78095,notumor
81.19149,notumor
14.419287,notumor
45.041237,notumor
111.466324,notumor
54.81781,notumor
3.2068276,notumor
11.739227,notumor
22.535416,notumor
-4.0417542,notumor
72.65008,notumor
43.492794,notumor
15.983897,notumor
7.819525,notumor
129.80412,notumor
20.541012,notumor
91.20315,notumor
77.095985,notumor
83.82783,notumor
17.170658,notumor
53.122494,notumor
23.840878,notumor
40.909668,notumor
74.15306,notumor
13.553344,notumor
58.10225,notumor
79.351204,notumor
107.23562,notumor
38.43495,notumor
12.689018,notumor
18.842346,notumor
-4.1525936,notumor
55.932907,notumor
23.90819,notumor
62.855457,notumor
80.42856,notumor
15.354057,notumor
71.975235,notumor
62.76995,notumor
68.04418,notumor
17.854534,notumor
70.62941,notumor
4.926846,notumor
76.90199,notumor
63.71188,notumor
62.84108,notumor
55.84703,notumor
1.5273513,notumor
-29.962072,notumor
16.741198,notumor
81.71991,notumor
53.823853,notumor
45.879288,notumor
-8.845781,notumor
3.5112078,notumor
22.884829,notumor
-2.3915668,notumor
59.881077,notumor
4.2477674,notumor
73.138885,notumor
-30.28743,notumor
43.537792,notumor
91.16563,notumor
77.372406,notumor
62.841156,notumor
-29.292988,notumor
83.93295,notumor
17.828724,notumor
53.977745,notumor
-19.503122,notumor
2.8487136,notumor
24.368296,notumor
-2.5517647,notumor
40.656746,notumor
74.654816,notumor
79.77513,notumor
19.063204,notumor
2.0748093,notumor
-3.8866289,notumor
111.914825,notumor
-4.1666055,notumor
56.067078,notumor
-0.6125523,notumor
23.96126,notumor
80.88148,notumor
62.46623,notumor
68.16282,notumor
70.56132,notumor
5.96152,notumor
9.446454,notumor
77.071236,notumor
31.13372,notumor
63.860107,notumor
62.755524,notumor
29.187664,notumor
79.20352,notumor
106.69748,notumor
110.80893,notumor
-4.373412,notumor
51.995228,notumor
56.52905,notumor
-22.715782,notumor
16.812086,notumor
0.16546293,notumor
24.074038,notumor
63.671516,notumor
-48.341953,notumor
2.9952908,notumor
67.27349,notumor
0.30219164,notumor
57.490326,notumor
84.42686,notumor
46.241566,notumor
81.57343,notumor
-17.236547,notumor
36.3792,notumor
50.919857,notumor
27.3136,notumor
41.186974,notumor
23.66807,notumor
53.944553,notumor
6.220371,notumor
21.52851,notumor
-13.846363,notumor
31.425598,notumor
9.845479,notumor
-24.883003,notumor
7.979318,notumor
-25.628365,notumor
32.675426,notumor
52.07511,notumor
14.522808,notumor
-11.560688,notumor
-0.018545428,notumor
-8.728034,notumor
-10.452275,notumor
15.517626,notumor
11.507015,notumor
10.700435,notumor
8.384999,notumor
-48.65272,notumor
-11.2807665,notumor
2.660927,notumor
-23.15377,notumor
67.16523,notumor
0.6696145,notumor
58.077057,notumor
38.682262,notumor
85.3918,notumor
48.346558,notumor
35.504917,notumor
1.6396859,notumor
51.947403,notumor
28.507984,notumor
43.316925,notumor
24.398258,notumor
55.93353,notumor
-22.640518,notumor
-29.52843,notumor
6.050981,notumor
22.933704,notumor
-13.550723,notumor
-9.368937,notumor
-32.846836,notumor
-14.616892,notumor
10.166422,notumor
-25.900787,notumor
32.652603,notumor
14.462225,notumor
-27.315395,notumor
-11.0465975,notumor
0.99588966,notumor
-31.002195,notumor
-7.95716,notumor
11.659614,notumor
30.75434,notumor
32.57122,notumor
84.49123,notumor
35.91388,notumor
-20.027832,notumor
-34.693596,notumor
-30.126862,notumor
6.786677,notumor
46.49946,notumor
7.535382,notumor
-19.008787,notumor
16.126429,notumor
7.587877,notumor
48.63867,notumor
12.003542,notumor
12.256689,notumor
-1.5660341,notumor
16.041132,notumor
3.8345127,notumor
3.4178278,notumor
-15.768551,notumor
0.45455158,notumor
9.311115,notumor
27.66302,notumor
59.91057,notumor
-26.48926,notumor
69.812546,notumor
-2.4104586,notumor
75.57287,notumor
-28.715025,notumor
51.812958,notumor
29.66356,notumor
-27.255844,notumor
42.31036,notumor
82.432335,notumor
8.409009,notumor
-25.871819,notumor
-20.594336,notumor
48.18826,notumor
35.771355,notumor
-18.450298,notumor
-9.402197,notumor
58.00718,notumor
-17.869358,notumor
39.04039,notumor
38.519657,notumor
24.700245,notumor
-11.172419,notumor
108.43539,notumor
-27.500675,notumor
-14.291986,notumor
-0.10235543,notumor
3.9389076,notumor
33.694023,notumor
14.145084,notumor
16.781189,notumor
50.567314,notumor
31.479223,notumor
16.64782,notumor
49.93659,notumor
42.5345,notumor
-1.5212009,notumor
-14.683845,notumor
-2.6334774,notumor
42.477802,notumor
8.543817,notumor
-33.185287,notumor
-30.076487,notumor
10.752266,notumor
39.525658,notumor
-14.478315,notumor
8.451328,notumor
31.001457,notumor
7.99672,notumor
-12.713938,notumor
-1.7735611,notumor
-5.9551415,notumor
1.5010189,notumor
-3.5682104,notumor
26.307678,notumor
-30.630043,notumor
15.910974,notumor
2.0128179,notumor
-33.12885,notumor
3.2445498,notumor
-54.262783,notumor
-16.700134,notumor
2.9937196,notumor
-33.032715,notumor
-6.308408,notumor
9.406632,notumor
72.43557,notumor
-6.553513,notumor
-26.674524,notumor
-20.742416,notumor
0.11324243,notumor
32.57472,notumor
48.47415,notumor
12.768932,notumor
25.677681,notumor
41.96796,notumor
87.39008,notumor
-26.55214,notumor
-29.669628,notumor
-21.053488,notumor
-16.84684,notumor
-14.545853,notumor
-39.12483,notumor
-14.754738,notumor
2.0845902,notumor
-2.0238395,notumor
58.883373,notumor
108.16785,notumor
27.50656,notumor
46.748577,notumor
2.899283,notumor
2.088317,notumor
-26.67803,notumor
7.0812855,notumor
15.055538,notumor
9.03155,notumor
17.252914,notumor
99.177216,notumor
47.877663,notumor
125.770744,notumor
23.076569,notumor
10.3081255,notumor
10.731859,notumor
-30.69388,notumor
-27.56689,notumor
-27.44824,notumor
13.486715,notumor
13.550825,notumor
-4.8081474,notumor
54.52597,notumor
16.234869,notumor
14.144675,notumor
20.431505,notumor
13.436649,notumor
15.894479,notumor
25.859716,notumor
3.2405353,notumor
-19.395035,notumor
5.215557,notumor
-3.196272,notumor
77.7547,notumor
-0.6952856,notumor
38.429787,notumor
13.56284,notumor
39.97231,notumor
12.583632,notumor
4.9480066,notumor
40.488018,notumor
98.2032,notumor
86.94715,notumor
-28.159477,notumor
100.05939,notumor
97.28759,notumor
17.53819,notumor
17.885952,notumor
-54.07586,notumor
16.77246,notumor
-9.764277,notumor
38.57619,notumor
-1.9647275,notumor
-14.717251,notumor
-2.558609,notumor
48.977253,notumor
-26.184704,notumor
20.464958,notumor
-6.477979,notumor
16.74887,notumor
75.47505,notumor
31.44795,notumor
-8.858266,notumor
-3.5674994,notumor
-16.233824,notumor
52.289608,notumor
4.747172,notumor
18.75834,notumor
27.594942,notumor
45.02785,notumor
81.58333,notumor
2.6153812,notumor
77.63114,notumor
38.432106,notumor
-10.475261,notumor
56.13362,notumor
31.477476,notumor
30.74108,notumor
-10.553955,notumor
23.448162,notumor
-26.545422,notumor
-29.730677,notumor
31.57539,notumor
-4.500952,notumor
-29.683613,notumor
42.205666,notumor
38.68437,notumor
29.104382,notumor
-25.241087,notumor
-33.006577,notumor
-4.272931,notumor
-17.345104,notumor
49.159126,notumor
16.665281,notumor
108.89406,notumor
2.110441,notumor
-4.222927,notumor
-10.3351145,notumor
50.003544,notumor
14.281909,notumor
-7.724295,notumor
-29.628149,notumor
-11.844052,notumor
-28.57103,notumor
38.446667,notumor
-34.808872,notumor
61.73568,notumor
9.311115,notumor
52.14655,notumor
32.39982,notumor
-29.535872,notumor
42.497284,notumor
8.356641,notumor
13.006835,notumor
-5.8987265,notumor
-27.331623,notumor
89.20443,notumor
-22.955832,notumor
-9.072865,notumor
47.78394,notumor
53.897846,notumor
-7.619444,notumor
-34.674385,notumor
72.74159,notumor
88.72035,notumor
-17.267588,notumor
-34.66986,notumor
8.398392,notumor
-28.406973,notumor
1.5191473,notumor
-25.334278,notumor
-16.302454,notumor
83.51752,notumor
16.407581,notumor
30.910892,notumor
-1.4812881,notumor
42.541798,notumor
-1.6185104,notumor
8.458681,notumor
-33.1242,notumor
-16.860378,notumor
2.0541463,notumor
10.698971,notumor
13.410199,notumor
12.902728,notumor
-30.537859,notumor
48.137096,notumor
15.882369,notumor
-27.487244,notumor
1.9994313,notumor
-19.396772,notumor
-3.1978772,notumor
-34.310143,notumor
131.92633,notumor
89.71114,notumor
6.7559366,notumor
62.654366,notumor
72.99766,notumor
25.799335,notumor
42.60841,notumor
18.416767,notumor
29.670729,notumor
59.519283,notumor
116.96567,notumor
54.412758,notumor
10.432817,notumor
17.185902,notumor
35.83479,notumor
-6.099534,notumor
35.50175,notumor
-16.471972,notumor
58.067913,notumor
53.758434,notumor
64.11547,notumor
42.149483,notumor
15.296059,notumor
90.43462,notumor
78.91359,notumor
6.3218937,notumor
61.76278,notumor
74.7351,notumor
-16.872158,notumor
30.959003,notumor
17.438585,notumor
26.728298,notumor
29.89156,notumor
15.909303,notumor
17.818087,notumor
36.908382,notumor
36.269653,notumor
55.568233,notumor
65.101425,notumor
84.93276,notumor
2.170343,notumor
111.11999,notumor
41.906654,notumor
26.628584,notumor
31.978937,notumor
119.90583,notumor
10.605015,notumor
14.376365,notumor
-3.3319376,notumor
54.269436,notumor
22.5494,notumor
10.710802,notumor
29.038599,notumor
73.0815,notumor
64.327194,notumor
70.14881,notumor
44.166237,notumor
4.851849,notumor
80.73248,notumor
62.08421,notumor
25.245857,notumor
54.704453,notumor
13.41249,notumor
-34.078266,notumor
16.151197,notumor
78.03239,notumor
73.01267,notumor
18.655245,notumor
46.59429,notumor
29.281385,notumor
59.74735,notumor
-0.50382215,notumor
16.68788,notumor
-29.654343,notumor
17.623613,notumor
36.074223,notumor
35.385647,notumor
54.02552,notumor
64.3737,notumor
-34.80254,notumor
15.146466,notumor
29.871408,notumor
42.712875,notumor
133.57018,notumor
39.58966,notumor
90.29222,notumor
78.559784,notumor
61.887844,notumor
74.77918,notumor
17.589144,notumor
29.51907,notumor
11.79048,notumor
48.16087,notumor
59.224743,notumor
52.735466,notumor
-27.826433,notumor
-1.261242,notumor
18.21491,notumor
37.033928,notumor
-6.208436,notumor
36.177456,notumor
55.741165,notumor
65.340904,notumor
68.02485,notumor
56.288303,notumor
111.28862,notumor
-49.20904,notumor
119.60695,notumor
10.857595,notumor
14.592947,notumor
-3.088018,notumor
54.110653,notumor
119.90255,notumor
59.40151,notumor
-1.8490071,notumor
22.525639,notumor
28.370451,notumor
1.952641,notumor
29.192963,notumor
62.86869,notumor
80.59028,notumor
72.995285,notumor
63.913383,notumor
70.084656,notumor
72.984055,notumor
5.0596776,notumor
80.83918,notumor
62.176987,notumor
-23.566833,notumor
45.96911,notumor
25.494244,notumor
54.67288,notumor
110.65844,notumor
10.681065,notumor
14.40832,notumor
54.526077,notumor
119.35517,notumor
60.014362,notumor
22.982172,notumor
9.847121,notumor
-11.379986,notumor
15.514755,notumor
80.79683,notumor
74.7188,notumor
70.554184,notumor
-5.216705,notumor
-26.102324,notumor
-3.9060287,notumor
58.407955,notumor
51.356167,notumor
80.969536,notumor
40.53021,notumor
29.166573,notumor
43.686466,notumor
36.291557,notumor
17.238605,notumor
-8.851061,notumor
51.921356,notumor
47.06779,notumor
-28.898594,notumor
28.348785,notumor
2.6333754,notumor
8.324329,notumor
-21.950867,notumor
-23.903763,notumor
28.463629,notumor
8.855156,notumor
2.739466,notumor
32.583023,notumor
48.453053,notumor
30.905209,notumor
-25.841784,notumor
-20.513533,notumor
-14.811019,notumor
23.490862,notumor
-2.79491,notumor
2.5660777,notumor
-53.933372,notumor
10.053568,notumor
47.769558,notumor
72.47608,notumor
-26.67998,notumor
5.504235,notumor
63.451607,notumor
-3.5751781,notumor
82.344696,notumor
42.605915,notumor
28.262106,notumor
30.926043,notumor
20.4926,notumor
38.24046,notumor
22.442358,notumor
-8.805261,notumor
108.4592,notumor
49.21258,notumor
2.1273124,notumor
9.469041,notumor
-22.67001,notumor
-17.436893,notumor
-14.999181,notumor
-24.666126,notumor
8.418761,notumor
-32.714073,notumor
32.41301,notumor
48.73529,notumor
-26.386345,notumor
-20.288225,notumor
63.063034,notumor
-15.722767,notumor
-14.735937,notumor
-1.6935806,notumor
3.1335342,notumor
13.555651,notumor
16.766712,notumor
31.546505,notumor
50.003963,notumor
7.6414614,notumor
28.476873,notumor
-29.382898,notumor
-1.5676177,notumor
42.757854,notumor
8.41368,notumor
-16.770203,notumor
10.659784,notumor
13.298681,notumor
45.321743,notumor
37.124336,notumor
30.743763,notumor
26.82669,notumor
-30.434622,notumor
2.0381093,notumor
-19.230295,notumor
-3.2335343,notumor
12.816519,notumor
72.620544,notumor
16.770048,notumor
31.192148,notumor
-11.346835,notumor
37.04709,notumor
50.860485,notumor
-27.275745,notumor
-34.801483,notumor
-1.3355311,notumor
32.547768,notumor
8.855614,notumor
-32.51032,notumor
27.764166,notumor
-16.523455,notumor
2.5261786,notumor
10.782568,notumor
13.400136,notumor
-20.056288,notumor
12.888235,notumor
16.74975,notumor
-11.479449,notumor
46.59537,notumor
10.136851,notumor
50.816998,notumor
-29.612673,notumor
-34.794876,notumor
-30.430983,notumor
42.331745,notumor
8.875009,notumor
-32.466537,notumor
-16.538767,notumor
70.5954,notumor
2.4775593,notumor
14.497073,notumor
-21.729603,notumor
7.8555083,notumor
13.614853,notumor
-30.051968,notumor
15.369199,notumor
1.5441093,notumor
-5.5352845,notumor
-4.156379,notumor
-35.20429,notumor
-12.807517,notumor
17.153059,notumor
-6.436308,notumor
36.219486,notumor
64.83682,notumor
73.23665,notumor
36.149757,notumor
10.596063,notumor
-31.971258,notumor
14.431582,notumor
-0.8976419,notumor
80.86834,notumor
5.781187,notumor
25.182692,notumor
