feature_1,class
-33.18357,meningioma
-31.060959,meningioma
-31.220613,meningioma
-32.74971,meningioma
-34.87619,meningioma
-7.982989,meningioma
-36.987396,meningioma
-30.933771,meningioma
-33.743446,meningioma
-33.475754,meningioma
-35.89374,meningioma
-32.340973,meningioma
-27.65066,meningioma
-29.582945,meningioma
0.8642461,meningioma
-31.562527,meningioma
-37.481445,meningioma
-26.663826,meningioma
-22.868702,meningioma
-23.914772,meningioma
-24.795345,meningioma
-12.863448,meningioma
-38.184353,meningioma
-15.860427,meningioma
-23.97279,meningioma
-41.64287,meningioma
-24.347801,meningioma
-29.61709,meningioma
-29.548265,meningioma
-23.820389,meningioma
-28.707083,meningioma
-12.380298,meningioma
-11.570686,meningioma
-18.868868,meningioma
-18.10076,meningioma
-41.17576,meningioma
-19.253967,meningioma
-23.88421,meningioma
-18.029236,meningioma
-20.018318,meningioma
-16.9223,meningioma
-24.49269,meningioma
-16.688456,meningioma
-23.218191,meningioma
-23.035202,meningioma
-23.41268,meningioma
-40.97759,meningioma
-17.033833,meningioma
10.542342,meningioma
14.630344,meningioma
8.008025,meningioma
7.1760836,meningioma
1.8503118,meningioma
-17.8714,meningioma
-8.049661,meningioma
-10.028487,meningioma
-1.2396356,meningioma
-29.864288,meningioma
4.463076,meningioma
-0.33734247,meningioma
-4.9765863,meningioma
0.577748,meningioma
4.651184,meningioma
-0.09978894,meningioma
-2.7015939,meningioma
-8.788557,meningioma
-1.3172996,meningioma
-11.000186,meningioma
-31.511337,meningioma
-4.14282,meningioma
-1.9123195,meningioma
-7.4898024,meningioma
-10.660748,meningioma
-2.6471171,meningioma
-7.8326535,meningioma
-8.690022,meningioma
3.7028258,meningioma
4.6469502,meningioma
-17.997488,meningioma
-37.10247,meningioma
-24.244785,meningioma
-14.543284,meningioma
-19.22919,meningioma
-11.655686,meningioma
-14.131233,meningioma
-16.918833,meningioma
-9.631399,meningioma
-9.426439,meningioma
-16.062876,meningioma
-22.007956,meningioma
-33.127018,meningioma
-15.011008,meningioma
8.210429,meningioma
11.191709,meningioma
-7.729121,meningioma
5.912081,meningioma
-4.075273,meningioma
9.551923,meningioma
-28.37192,meningioma
-32.277016,meningioma
-34.182095,meningioma
-37.652218,meningioma
-32.158047,meningioma
-28.795212,meningioma
-24.846703,meningioma
-27.60187,meningioma
-27.03685,meningioma
-39.879402,meningioma
-20.649721,meningioma
-23.190237,meningioma
-17.538244,meningioma
-23.666483,meningioma
51.898506,meningioma
53.005386,meningioma
47.43829,meningioma
112.879196,meningioma
28.145584,meningioma
97.75108,meningioma
67.86974,meningioma
84.2773,meningioma
72.10312,meningioma
21.175163,meningioma
88.893326,meningioma
45.905346,meningioma
31.918604,meningioma
-25.29884,meningioma
53.68588,meningioma
74.959564,meningioma
75.421745,meningioma
43.808064,meningioma
-12.21743,meningioma
68.37794,meningioma
41.706676,meningioma
47.573334,meningioma
36.14904,meningioma
-23.51623,meningioma
4.4925933,meningioma
77.85489,meningioma
52.152714,meningioma
85.03602,meningioma
74.10983,meningioma
43.9866,meningioma
51.94951,meningioma
10.510557,meningioma
27.426672,meningioma
33.223972,meningioma
8.811225,meningioma
12.726766,meningioma
53.005386,meningioma
1.4835806,meningioma
5.997735,meningioma
40.95061,meningioma
54.463528,meningioma
81.2186,meningioma
89.96723,meningioma
78.664314,meningioma
28.775795,meningioma
71.90456,meningioma
67.94553,meningioma
67.00427,meningioma
14.782111,meningioma
70.11864,meningioma
95.68604,meningioma
59.234455,meningioma
-29.24138,meningioma
58.95581,meningioma
11.084043,meningioma
63.875866,meningioma
-0.59523195,meningioma
-2.4982271,meningioma
67.73448,meningioma
68.808945,meningioma
46.747215,meningioma
73.47442,meningioma
-13.634676,meningioma
-29.24138,meningioma
44.361694,meningioma
48.7786,meningioma
48.479874,meningioma
37.854553,meningioma
30.354704,meningioma
15.524635,meningioma
6.888698,meningioma
31.91528,meningioma
132.68011,meningioma
-27.644289,meningioma
64.97252,meningioma
56.174088,meningioma
64.97252,meningioma
92.34542,meningioma
18.228987,meningioma
32.684055,meningioma
32.905697,meningioma
52.60151,meningioma
33.881634,meningioma
26.574755,meningioma
4.964698,meningioma
62.76498,meningioma
74.913025,meningioma
83.933586,meningioma
34.65455,meningioma
12.658486,meningioma
18.928234,meningioma
93.8501,meningioma
101.40996,meningioma
59.552654,meningioma
-22.065687,meningioma
1.9792386,meningioma
-41.386997,meningioma
31.890068,meningioma
28.160915,meningioma
43.284332,meningioma
110.49372,meningioma
26.374722,meningioma
56.81211,meningioma
21.571234,meningioma
-47.91634,meningioma
-21.5616,meningioma
51.898506,meningioma
83.881065,meningioma
47.062958,meningioma
-19.563063,meningioma
-46.666126,meningioma
-46.650543,meningioma
-54.032867,meningioma
-48.515396,meningioma
-47.64961,meningioma
-36.33302,meningioma
-37.319416,meningioma
74.754555,meningioma
-36.696453,meningioma
-41.581318,meningioma
-44.739616,meningioma
-37.346466,meningioma
-25.387379,meningioma
-22.896378,meningioma
-41.24444,meningioma
-29.76388,meningioma
-24.545605,meningioma
-25.777178,meningioma
54.856457,meningioma
-25.818121,meningioma
-23.32081,meningioma
-29.92184,meningioma
-30.574623,meningioma
6.8811107,meningioma
8.118008,meningioma
2.1144478,meningioma
-2.2673056,meningioma
-5.6570544,meningioma
-8.610841,meningioma
-8.20763,meningioma
-7.82145,meningioma
-17.177458,meningioma
-10.396958,meningioma
-28.13046,meningioma
-26.540844,meningioma
-24.620155,meningioma
-28.57937,meningioma
-25.378769,meningioma
-24.16965,meningioma
-24.869534,meningioma
-21.785704,meningioma
-24.21434,meningioma
-21.817804,meningioma
-22.198708,meningioma
-31.882746,meningioma
-30.23524,meningioma
-43.836216,meningioma
-20.1854,meningioma
-24.403177,meningioma
-20.61769,meningioma
48.139904,meningioma
-20.001999,meningioma
-16.741613,meningioma
-18.778364,meningioma
-24.8,meningioma
-43.135914,meningioma
-29.22446,meningioma
-34.29744,meningioma
-33.48406,meningioma
-27.250103,meningioma
-31.328222,meningioma
23.067081,meningioma
-31.216331,meningioma
-28.91872,meningioma
-30.51753,meningioma
-29.370232,meningioma
-29.986551,meningioma
-28.806936,meningioma
-31.946178,meningioma
-29.472382,meningioma
-28.292921,meningioma
-27.607203,meningioma
-2.7846944,meningioma
48.335327,meningioma
105.971596,meningioma
83.78305,meningioma
61.892532,meningioma
80.4032,meningioma
89.11596,meningioma
83.43424,meningioma
-2.3950205,meningioma
53.005386,meningioma
114.07445,meningioma
-33.195755,meningioma
-14.938151,meningioma
-24.066034,meningioma
-14.341386,meningioma
-19.19462,meningioma
-11.4480295,meningioma
-11.038617,meningioma
-14.323731,meningioma
-12.265272,meningioma
-23.733402,meningioma
-15.565842,meningioma
-13.632248,meningioma
-18.392042,meningioma
-7.799601,meningioma
-13.345196,meningioma
-12.107119,meningioma
-12.515149,meningioma
-15.705097,meningioma
-18.509384,meningioma
-22.973507,meningioma
-14.064393,meningioma
-15.777207,meningioma
-17.90907,meningioma
-18.856628,meningioma
-14.989518,meningioma
-19.416573,meningioma
-14.678157,meningioma
-21.758066,meningioma
-13.891033,meningioma
-10.165926,meningioma
-22.661327,meningioma
-13.024101,meningioma
-9.716606,meningioma
-14.324525,meningioma
-16.58122,meningioma
15.164084,meningioma
13.165026,meningioma
6.8952584,meningioma
13.86377,meningioma
-1.4473634,meningioma
-5.035328,meningioma
6.132466,meningioma
7.462165,meningioma
-16.023027,meningioma
-10.422688,meningioma
-19.622156,meningioma
-12.14448,meningioma
-14.091389,meningioma
-26.434769,meningioma
-23.014292,meningioma
-22.208355,meningioma
-19.31936,meningioma
-22.402601,meningioma
-18.379225,meningioma
-12.011482,meningioma
-9.964609,meningioma
-23.834215,meningioma
-2.4883118,meningioma
-31.386118,meningioma
-32.99407,meningioma
-36.134895,meningioma
-39.443726,meningioma
-1.5818313,meningioma
-9.561868,meningioma
-18.335133,meningioma
-11.89901,meningioma
-12.638993,meningioma
-10.71024,meningioma
-7.9188685,meningioma
-10.902922,meningioma
-15.428479,meningioma
-11.44026,meningioma
-21.1754,meningioma
-7.929413,meningioma
-12.269884,meningioma
-8.058078,meningioma
-6.599092,meningioma
-10.587401,meningioma
-14.105833,meningioma
-9.304838,meningioma
-16.288578,meningioma
-14.805582,meningioma
-18.683754,meningioma
-21.947346,meningioma
-26.409492,meningioma
-21.809925,meningioma
-25.713327,meningioma
-11.939009,meningioma
-19.29933,meningioma
-24.179104,meningioma
-17.081734,meningioma
-22.875608,meningioma
-14.278895,meningioma
-17.363863,meningioma
-15.2665,meningioma
-15.327889,meningioma
-15.582688,meningioma
-19.329443,meningioma
-21.717,meningioma
-28.658981,meningioma
0.9225738,meningioma
-7.2934666,meningioma
-9.829661,meningioma
-1.6897023,meningioma
-0.46771815,meningioma
-2.5648868,meningioma
-15.983438,meningioma
-16.20294,meningioma
-4.2273273,meningioma
-12.746497,meningioma
-23.19422,meningioma
10.921492,meningioma
-24.5949,meningioma
-23.521276,meningioma
-17.862244,meningioma
-16.637457,meningioma
-19.377308,meningioma
-4.5910783,meningioma
-6.1421003,meningioma
-10.578316,meningioma
-20.59595,meningioma
-16.609522,meningioma
7.2410793,meningioma
-6.313076,meningioma
-3.5747511,meningioma
-7.6797056,meningioma
-6.795989,meningioma
-4.4257545,meningioma
11.633508,meningioma
-2.7465065,meningioma
-0.4889104,meningioma
22.025984,meningioma
15.135038,meningioma
-5.4825077,meningioma
12.0266695,meningioma
-20.006258,meningioma
-20.323694,meningioma
-20.805254,meningioma
-18.849945,meningioma
8.77063,meningioma
7.658323,meningioma
-6.518156,meningioma
-4.527346,meningioma
-4.901253,meningioma
-32.105835,meningioma
-8.533203,meningioma
2.3235126,meningioma
1.4057982,meningioma
-4.2138624,meningioma
-5.2878757,meningioma
-8.037803,meningioma
-10.965597,meningioma
11.201918,meningioma
11.835989,meningioma
-21.993814,meningioma
-28.028673,meningioma
-29.286022,meningioma
-18.018082,meningioma
-15.82532,meningioma
-21.135622,meningioma
-17.52292,meningioma
-10.387367,meningioma
-5.9781046,meningioma
-6.9431667,meningioma
-19.799541,meningioma
-20.930029,meningioma
-17.86284,meningioma
-9.975784,meningioma
-7.066177,meningioma
-13.335956,meningioma
-14.607447,meningioma
-14.528005,meningioma
-14.95234,meningioma
-14.84959,meningioma
-16.536684,meningioma
-19.109983,meningioma
-21.657116,meningioma
-2.2810252,meningioma
-12.293443,meningioma
21.972347,meningioma
14.697935,meningioma
13.523104,meningioma
7.29061,meningioma
0.20085666,meningioma
6.0676003,meningioma
6.502075,meningioma
-9.895937,meningioma
-6.4813523,meningioma
-4.8585978,meningioma
-12.3272505,meningioma
-6.2778306,meningioma
-8.184421,meningioma
-8.130586,meningioma
-3.8196847,meningioma
-8.769518,meningioma
-12.87931,meningioma
0.019917272,meningioma
-2.5887115,meningioma
-2.3667681,meningioma
-3.489129,meningioma
-11.617295,meningioma
-6.3745747,meningioma
-9.135141,meningioma
7.607634,meningioma
4.787019,meningioma
6.06966,meningioma
3.3765063,meningioma
-5.456643,meningioma
-7.7146707,meningioma
-45.132397,meningioma
-10.018228,meningioma
-15.673678,meningioma
48.541344,meningioma
13.515971,meningioma
37.22347,meningioma
-1.9481697,meningioma
59.430874,meningioma
61.963245,meningioma
59.36097,meningioma
75.25807,meningioma
102.48337,meningioma
72.41988,meningioma
-20.257318,meningioma
41.307735,meningioma
101.704384,meningioma
40.983467,meningioma
-22.042158,meningioma
74.95468,meningioma
71.18346,meningioma
10.2250395,meningioma
-1.1064699,meningioma
-1.5492564,meningioma
-5.718819,meningioma
-6.5961165,meningioma
0.22604987,meningioma
-1.277025,meningioma
8.000362,meningioma
2.624928,meningioma
-2.4562223,meningioma
-0.3243478,meningioma
-11.289553,meningioma
9.8457985,meningioma
5.520752,meningioma
-9.862094,meningioma
4.9070373,meningioma
0.45910966,meningioma
-3.9615693,meningioma
12.276474,meningioma
2.7861977,meningioma
2.7861977,meningioma
-0.4983196,meningioma
-3.804199,meningioma
-7.2057424,meningioma
-30.6299,meningioma
-16.043434,meningioma
-14.152577,meningioma
-16.437891,meningioma
-23.770063,meningioma
-14.304338,meningioma
-16.433794,meningioma
-3.7494762,meningioma
-1.7651249,meningioma
2.4360225,meningioma
2.9556162,meningioma
15.576035,meningioma
3.3799105,meningioma
10.667708,meningioma
6.3116975,meningioma
18.030193,meningioma
-23.57263,meningioma
-6.492425,meningioma
-6.488112,meningioma
5.4183083,meningioma
-18.95798,meningioma
-22.696949,meningioma
-21.599253,meningioma
-4.7164216,meningioma
-5.3427963,meningioma
-4.5653367,meningioma
-11.635811,meningioma
17.943863,meningioma
18.304176,meningioma
10.3988495,meningioma
16.185923,meningioma
23.15834,meningioma
25.180073,meningioma
21.176102,meningioma
-25.29398,meningioma
-6.1289535,meningioma
6.576695,meningioma
8.5120125,meningioma
13.477525,meningioma
-0.058436025,meningioma
-9.253106,meningioma
-7.0915008,meningioma
9.901392,meningioma
8.711698,meningioma
-3.2385032,meningioma
-2.5765505,meningioma
21.71505,meningioma
2.2668264,meningioma
-2.164968,meningioma
-25.077314,meningioma
-14.98405,meningioma
6.2422414,meningioma
-2.7256868,meningioma
3.5217488,meningioma
2.4169195,meningioma
-0.87318045,meningioma
-0.91556484,meningioma
16.35458,meningioma
-1.0976586,meningioma
-17.374224,meningioma
15.308491,meningioma
11.585711,meningioma
4.7223167,meningioma
-2.214822,meningioma
2.1635928,meningioma
5.4745345,meningioma
3.3818324,meningioma
1.2803453,meningioma
7.4459844,meningioma
-9.978043,meningioma
-23.713125,meningioma
-3.5366676,meningioma
-3.182388,meningioma
-1.6329243,meningioma
-20.36131,meningioma
-15.343177,meningioma
5.0870237,meningioma
14.24172,meningioma
0.8592385,meningioma
3.608774,meningioma
5.5442085,meningioma
-3.9458964,meningioma
-4.2852526,meningioma
10.951188,meningioma
-11.76882,meningioma
8.022053,meningioma
-0.64021873,meningioma
-2.6660116,meningioma
-2.533957,meningioma
-8.075574,meningioma
-11.174759,meningioma
-3.951967,meningioma
-5.7220416,meningioma
19.241404,meningioma
-0.95931536,meningioma
-6.457295,meningioma
-0.5939364,meningioma
3.2087703,meningioma
4.215028,meningioma
-2.405758,meningioma
-14.782906,meningioma
6.7805204,meningioma
0.47519898,meningioma
4.798779,meningioma
7.750076,meningioma
-14.584792,meningioma
-2.0166395,meningioma
-5.34501,meningioma
-5.3523436,meningioma
-0.6931107,meningioma
0.52486646,meningioma
4.1824694,meningioma
-2.7457113,meningioma
-4.4085765,meningioma
-10.503154,meningioma
14.660129,meningioma
-12.782945,meningioma
-12.635499,meningioma
-2.463555,meningioma
-9.555443,meningioma
-8.009518,meningioma
1.4135339,meningioma
-8.309537,meningioma
-10.420622,meningioma
-22.326578,meningioma
-5.779389,meningioma
9.80195,meningioma
2.8960793,meningioma
-1.7737917,meningioma
12.52871,meningioma
16.359493,meningioma
27.207102,meningioma
17.143871,meningioma
14.405371,meningioma
10.955966,meningioma
-32.096844,meningioma
-23.083637,meningioma
-18.185114,meningioma
-16.062042,meningioma
-14.101873,meningioma
-13.731126,meningioma
-15.036932,meningioma
-11.169638,meningioma
10.379656,meningioma
11.901927,meningioma
15.404314,meningioma
13.07121,meningioma
-6.577539,meningioma
-1.2508702,meningioma
-3.562026,meningioma
-2.0891275,meningioma
-7.644165,meningioma
1.85678,meningioma
-1.3871044,meningioma
-0.29458946,meningioma
5.5934567,meningioma
0.35594967,meningioma
3.155835,meningioma
-4.3646617,meningioma
-1.9814682,meningioma
-0.01924031,meningioma
1.2099141,meningioma
-2.3236132,meningioma
-10.985681,meningioma
1.7759788,meningioma
-1.8252736,meningioma
12.855718,meningioma
-9.054164,meningioma
-11.101096,meningioma
9.839461,meningioma
-28.129599,meningioma
-37.38064,meningioma
-32.228306,meningioma
-32.293015,meningioma
-27.292196,meningioma
-35.461826,meningioma
-23.562954,meningioma
-25.379713,meningioma
-29.162567,meningioma
-13.578776,meningioma
-29.891209,meningioma
-42.19567,meningioma
-42.368,meningioma
-47.33346,meningioma
-41.81188,meningioma
-32.032425,meningioma
-41.665264,meningioma
-30.649826,meningioma
-37.82254,meningioma
-33.844635,meningioma
-38.30247,meningioma
-22.112095,meningioma
-16.061062,meningioma
-22.264725,meningioma
-11.905246,meningioma
-9.005167,meningioma
-9.860413,meningioma
-13.412185,meningioma
-8.602181,meningioma
-38.048115,meningioma
0.2548256,meningioma
-24.842203,meningioma
-28.7766,meningioma
-30.134308,meningioma
-30.058252,meningioma
-19.717754,meningioma
-29.330708,meningioma
-18.73806,meningioma
-22.262535,meningioma
-41.188103,meningioma
-8.630056,meningioma
-12.992989,meningioma
-38.61952,meningioma
-19.538193,meningioma
-18.74804,meningioma
-19.915213,meningioma
-18.815384,meningioma
-20.840338,meningioma
-21.028044,meningioma
-25.24799,meningioma
-17.557993,meningioma
-24.004057,meningioma
-41.578075,meningioma
-24.219425,meningioma
-17.889036,meningioma
9.724147,meningioma
7.194433,meningioma
6.3805203,meningioma
-23.530298,meningioma
-18.639223,meningioma
-35.826534,meningioma
-29.45976,meningioma
-21.015255,meningioma
3.8018684,meningioma
-0.9368445,meningioma
-5.620566,meningioma
4.04736,meningioma
-42.053688,meningioma
-0.81436414,meningioma
-35.063984,meningioma
-9.33956,meningioma
-2.1222029,meningioma
-11.791449,meningioma
-2.7400436,meningioma
-8.016038,meningioma
-11.181886,meningioma
-30.522804,meningioma
-8.317631,meningioma
-9.139008,meningioma
-36.30078,meningioma
4.221359,meningioma
-18.559765,meningioma
-24.956707,meningioma
-19.961119,meningioma
-12.468979,meningioma
-15.010894,meningioma
-41.893623,meningioma
-17.721233,meningioma
-10.445468,meningioma
-32.49682,meningioma
-10.239525,meningioma
-22.65056,meningioma
-15.691653,meningioma
7.523957,meningioma
-8.449497,meningioma
5.1858807,meningioma
-26.604774,meningioma
8.585447,meningioma
-37.685547,meningioma
10.254611,meningioma
10.925417,meningioma
-29.936508,meningioma
-33.532146,meningioma
-16.414248,meningioma
-18.368723,meningioma
-28.259825,meningioma
-26.61581,meningioma
-6.7263327,meningioma
-47.279263,meningioma
-7.6490192,meningioma
-28.54826,meningioma
-20.535065,meningioma
-21.65468,meningioma
-10.663522,meningioma
-7.7580333,meningioma
-10.822066,meningioma
-13.982556,meningioma
-15.232117,meningioma
-24.114561,meningioma
-15.531058,meningioma
-15.702281,meningioma
-20.053076,meningioma
-22.4452,meningioma
-24.415596,meningioma
-19.768568,meningioma
-12.098248,meningioma
-11.735108,meningioma
-14.801161,meningioma
-12.773815,meningioma
-24.235828,meningioma
-14.158585,meningioma
-8.425277,meningioma
-13.98629,meningioma
-13.135639,meningioma
-16.356852,meningioma
-31.229813,meningioma
-23.608541,meningioma
-14.81333,meningioma
-16.50944,meningioma
-15.5390415,meningioma
-19.943651,meningioma
-15.205022,meningioma
-14.478389,meningioma
-35.37754,meningioma
-10.609301,meningioma
-13.664993,meningioma
-10.317066,meningioma
-14.907569,meningioma
12.417867,meningioma
6.179699,meningioma
13.187887,meningioma
-36.861275,meningioma
-5.6869674,meningioma
5.4771867,meningioma
-16.660608,meningioma
-11.041873,meningioma
-12.826514,meningioma
-27.173296,meningioma
-23.773739,meningioma
-22.969896,meningioma
-20.057055,meningioma
-23.134232,meningioma
-18.946545,meningioma
-10.491945,meningioma
-38.38785,meningioma
-3.0708513,meningioma
-31.95291,meningioma
-36.73554,meningioma
-40.171146,meningioma
7.3888516,meningioma
-10.07759,meningioma
-18.940905,meningioma
-12.477291,meningioma
-8.561467,meningioma
-11.527073,meningioma
-16.087776,meningioma
-21.868929,meningioma
1.3869194,meningioma
-8.601843,meningioma
-8.762629,meningioma
-7.361407,meningioma
-11.314286,meningioma
-16.950027,meningioma
-15.5306015,meningioma
-19.41318,meningioma
-2.988522,meningioma
-27.265766,meningioma
-22.697918,meningioma
-34.115482,meningioma
-25.181538,meningioma
0.12598725,meningioma
6.4896092,meningioma
-6.2448473,meningioma
-32.818745,meningioma
-6.409243,meningioma
-28.714516,meningioma
-18.483297,meningioma
-18.97744,meningioma
-19.483007,meningioma
-17.428078,meningioma
-24.615469,meningioma
-11.235914,meningioma
-14.637453,meningioma
-12.4629,meningioma
-19.811705,meningioma
-17.733032,meningioma
-15.010458,meningioma
-18.105646,meningioma
-16.016596,meningioma
-16.004072,meningioma
-19.847744,meningioma
-8.509234,meningioma
-29.34496,meningioma
-41.73291,meningioma
-7.8824725,meningioma
-2.279905,meningioma
-1.0525347,meningioma
-3.1183255,meningioma
-16.726282,meningioma
-17.904411,meningioma
-5.165996,meningioma
-23.901201,meningioma
-25.315569,meningioma
-24.267868,meningioma
-17.352478,meningioma
-19.895006,meningioma
-5.1146555,meningioma
-11.057209,meningioma
-11.121042,meningioma
-21.226145,meningioma
-7.3326654,meningioma
-4.536009,meningioma
-8.530559,meningioma
-5.3769774,meningioma
11.062059,meningioma
10.896984,meningioma
-3.4831161,meningioma
-1.2908567,meningioma
21.253971,meningioma
11.02232,meningioma
-20.65933,meningioma
-20.932045,meningioma
-19.472565,meningioma
8.170305,meningioma
-27.315817,meningioma
-7.426205,meningioma
-5.3595796,meningioma
-5.7832108,meningioma
-34.475418,meningioma
1.1876471,meningioma
0.2713665,meningioma
-5.3444295,meningioma
-9.125122,meningioma
-25.259808,meningioma
-12.043441,meningioma
-1.9180006,meningioma
-2.3972998,meningioma
-7.521686,meningioma
-2.1891901,meningioma
-4.9157276,meningioma
7.038094,meningioma
-29.170698,meningioma
-5.9674034,meningioma
-2.9182503,meningioma
-12.113129,meningioma
-11.122197,meningioma
9.496896,meningioma
4.189583,meningioma
-0.19032276,meningioma
-5.04743,meningioma
11.535584,meningioma
-21.497467,meningioma
1.9376858,meningioma
-1.2871939,meningioma
-7.946739,meningioma
-31.364176,meningioma
-15.272735,meningioma
-24.83267,meningioma
-15.47291,meningioma
-33.21717,meningioma
-17.63786,meningioma
-4.4194293,meningioma
-2.503011,meningioma
2.3499146,meningioma
8.031017,meningioma
15.563472,meningioma
5.861447,meningioma
17.525099,meningioma
-25.649399,meningioma
-7.299976,meningioma
-7.4784083,meningioma
4.441338,meningioma
-23.405863,meningioma
-22.287956,meningioma
-6.6930995,meningioma
-12.408029,meningioma
-22.502825,meningioma
16.947685,meningioma
9.454065,meningioma
14.759929,meningioma
21.749813,meningioma
19.890265,meningioma
5.735267,meningioma
7.5970244,meningioma
-24.942514,meningioma
-1.0314337,meningioma
8.208752,meningioma
-8.031815,meningioma
8.979222,meningioma
7.7979,meningioma
-3.6769369,meningioma
1.0532473,meningioma
-3.36047,meningioma
-51.809303,meningioma
-26.045927,meningioma
-16.181389,meningioma
-3.7002301,meningioma
2.5511003,meningioma
1.3881142,meningioma
-2.043733,meningioma
-2.3032904,meningioma
-22.8859,meningioma
14.921985,meningioma
11.098084,meningioma
4.196047,meningioma
1.6028577,meningioma
4.6488795,meningioma
2.360296,meningioma
-11.023501,meningioma
-32.6709,meningioma
-24.643059,meningioma
-4.0360956,meningioma
-35.592285,meningioma
-2.4405313,meningioma
-34.310337,meningioma
-15.965062,meningioma
4.382549,meningioma
13.584382,meningioma
-31.032728,meningioma
4.4259124,meningioma
-4.7564096,meningioma
10.174983,meningioma
-12.601381,meningioma
7.1046686,meningioma
-3.5897756,meningioma
-3.250878,meningioma
-25.861877,meningioma
18.139587,meningioma
6.637956,meningioma
13.417496,meningioma
-19.118126,meningioma
-25.762646,meningioma
-2.1697037,meningioma
-13.368643,meningioma
-13.435117,meningioma
-12.705114,meningioma
-21.154596,meningioma
-6.556691,meningioma
-10.689689,meningioma
2.3413994,meningioma
-5.3865433,meningioma
-6.8983393,meningioma
-22.698229,meningioma
-20.807594,meningioma
15.596143,meningioma
2.7204883,meningioma
-3.5476577,meningioma
-9.174312,meningioma
-5.0540857,meningioma
-6.789701,meningioma
-1.5553788,meningioma
-25.095531,meningioma
-1.209407,meningioma
2.566567,meningioma
-3.0343122,meningioma
-15.484588,meningioma
-4.510587,meningioma
-0.3106126,meningioma
3.9992857,meningioma
-15.166565,meningioma
-2.6766918,meningioma
-6.3856955,meningioma
-6.255466,meningioma
-0.27397412,meningioma
3.2601361,meningioma
-3.7145789,meningioma
-11.310253,meningioma
-13.620822,meningioma
-20.51539,meningioma
-3.2819998,meningioma
-10.380341,meningioma
-8.743554,meningioma
-9.091549,meningioma
-11.198587,meningioma
-23.321514,meningioma
-6.858376,meningioma
-17.245068,meningioma
2.4323268,meningioma
11.343446,meningioma
15.055145,meningioma
25.940502,meningioma
13.139825,meningioma
9.787097,meningioma
-32.897594,meningioma
-19.269753,meningioma
-17.091206,meningioma
-15.081021,meningioma
-15.944046,meningioma
-12.076394,meningioma
9.869907,meningioma
14.90326,meningioma
12.726831,meningioma
-7.1335573,meningioma
-4.162254,meningioma
-2.620295,meningioma
-6.704524,meningioma
-8.250472,meningioma
-2.3045523,meningioma
-1.1148232,meningioma
4.77009,meningioma
2.5360017,meningioma
-4.9394293,meningioma
-43.76796,meningioma
0.63255423,meningioma
-2.9298985,meningioma
-11.66018,meningioma
0.78172183,meningioma
-2.6761549,meningioma
11.978456,meningioma
-11.931552,meningioma
-29.89414,meningioma
9.084259,meningioma
13.827201,meningioma
12.640736,meningioma
6.4442415,meningioma
5.2902217,meningioma
5.5485215,meningioma
-10.666254,meningioma
-34.939228,meningioma
-5.737498,meningioma
-7.1469955,meningioma
-8.754681,meningioma
-4.5209017,meningioma
-9.435097,meningioma
-0.9191968,meningioma
-3.5570993,meningioma
-3.425329,meningioma
-34.1079,meningioma
-4.518573,meningioma
-7.2846465,meningioma
6.158796,meningioma
3.5281398,meningioma
4.704674,meningioma
-6.61235,meningioma
-16.651264,meningioma
-27.913792,meningioma
-31.89093,meningioma
-29.593163,meningioma
-31.207857,meningioma
-22.612532,meningioma
-30.577505,meningioma
-29.47298,meningioma
-32.690754,meningioma
-30.14614,meningioma
-29.042244,meningioma
-28.333305,meningioma
-33.03533,meningioma
-34.851753,meningioma
-33.069187,meningioma
-26.758633,meningioma
-25.520187,meningioma
-28.292522,meningioma
-41.37495,meningioma
-40.58723,meningioma
-47.827084,meningioma
-21.257074,meningioma
-24.511742,meningioma
-18.081436,meningioma
-31.993137,meningioma
-24.236507,meningioma
-19.608091,meningioma
-20.34022,meningioma
-41.12997,meningioma
-38.206722,meningioma
-54.67942,meningioma
-36.22314,meningioma
-37.78872,meningioma
-39.76644,meningioma
-29.329538,meningioma
-36.12747,meningioma
-42.970333,meningioma
-30.175436,meningioma
-27.937098,meningioma
-31.019934,meningioma
-23.72781,meningioma
-37.94016,meningioma
-49.141815,meningioma
-36.1172,meningioma
-39.85303,meningioma
-35.913227,meningioma
-32.776974,meningioma
-42.114414,meningioma
-16.917002,meningioma
-21.83737,meningioma
-24.316807,meningioma
-26.100763,meningioma
-24.960356,meningioma
-27.099653,meningioma
-48.40878,meningioma
-28.131504,meningioma
-16.109468,meningioma
-13.935038,meningioma
-35.15847,meningioma
-24.835152,meningioma
-31.149763,meningioma
-33.181595,meningioma
-27.508896,meningioma
-38.027645,meningioma
-36.37016,meningioma
-36.198338,meningioma
-38.875423,meningioma
-35.899475,meningioma
-33.705524,meningioma
-34.03564,meningioma
-28.587496,meningioma
-26.69308,meningioma
-27.105005,meningioma
-33.141068,meningioma
-29.124268,meningioma
-31.105444,meningioma
-33.870003,meningioma
-34.427727,meningioma
-28.849676,meningioma
-31.733059,meningioma
-33.469444,meningioma
-34.03912,meningioma
-35.38817,meningioma
-37.7146,meningioma
-42.370434,meningioma
-37.9573,meningioma
-34.447044,meningioma
-35.840733,meningioma
-34.048355,meningioma
-36.48756,meningioma
-33.044125,meningioma
-28.855688,meningioma
-28.237543,meningioma
-31.57055,meningioma
44.265617,notumor
-7.961847,notumor
17.252914,notumor
50.567314,notumor
2.1332676,notumor
8.534213,notumor
